Caller Method,Caller Library,Callee Visibility,Declared Callee Method,Declared Callee Library,Actual Callee Method,Actual Callee Library,Count,Reflective,DynamicProxy,Service Bypass
javax.servlet.ServletOutputStream::print(Ljava/lang/String;)V,javax.servlet,public,javax.servlet.ServletOutputStream::write(I)V,javax.servlet,org.owasp.esapi.waf.internal.InterceptingServletOutputStream::write(I)V,org.owasp.esapi:esapi:2.2.3.1,1474,false,false,
org.owasp.esapi.configuration.XmlEsapiPropertyLoader::validateAgainstXSD(Ljava/io/InputStream;)V,org.owasp.esapi:esapi:2.2.3.1,public,javax.xml.validation.SchemaFactory::newInstance(Ljava/lang/String;)Ljavax/xml/validation/SchemaFactory;,javax.xml.validation,javax.xml.validation.SchemaFactory::newInstance(Ljava/lang/String;)Ljavax/xml/validation/SchemaFactory;,javax.xml.validation,27,false,false,
javax.servlet.ServletOutputStream::println()V,javax.servlet,public,javax.servlet.ServletOutputStream::print(Ljava/lang/String;)V,javax.servlet,org.owasp.esapi.waf.internal.InterceptingServletOutputStream::print(Ljava/lang/String;)V,org.owasp.esapi:esapi:2.2.3.1,26,false,false,
javax.servlet.ServletOutputStream::println(Ljava/lang/String;)V,javax.servlet,public,javax.servlet.ServletOutputStream::print(Ljava/lang/String;)V,javax.servlet,org.owasp.esapi.waf.internal.InterceptingServletOutputStream::print(Ljava/lang/String;)V,org.owasp.esapi:esapi:2.2.3.1,26,false,false,
javax.servlet.ServletOutputStream::println(Ljava/lang/String;)V,javax.servlet,public,javax.servlet.ServletOutputStream::println()V,javax.servlet,org.owasp.esapi.waf.internal.InterceptingServletOutputStream::println()V,org.owasp.esapi:esapi:2.2.3.1,26,false,false,
