Caller Method	Caller Library	Interface Name	Interface Library	Callee Method	Impl. Name	Impl. Library
com.github.fakemongo.impl.geo.GeoUtil::coordinate(Ljava/lang/Object;)Lcom/vividsolutions/jts/geom/Coordinate;	com.github.fakemongo:fongo:2.0.3	com.fasterxml.jackson.core.ObjectCodec	com.fasterxml.jackson.core:jackson-core:2.10.3	com.fasterxml.jackson.databind.ObjectMapper::readValue(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;	com.fasterxml.jackson.databind.ObjectMapper	com.fasterxml.jackson.core:jackson-databind:2.10.3
com.github.fakemongo.impl.geo.GeoUtil::toGeometry(Lcom/mongodb/DBObject;)Lcom/vividsolutions/jts/geom/Geometry;	com.github.fakemongo:fongo:2.0.3	com.fasterxml.jackson.core.ObjectCodec	com.fasterxml.jackson.core:jackson-core:2.10.3	com.fasterxml.jackson.databind.ObjectMapper::readValue(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;	com.fasterxml.jackson.databind.ObjectMapper	com.fasterxml.jackson.core:jackson-databind:2.10.3
