Library Name,No. of Public/Protected Methods,No. of Methods Called By Tests,Classes
unknownLib,0,0, 
commons-logging:commons-logging:1.2,196,0,org.apache.commons.logging.impl.WeakHashtable$WeakKey:org.apache.commons.logging.impl.SimpleLog:org.apache.commons.logging.impl.Log4JLogger:org.apache.commons.logging.impl.WeakHashtable$1:org.apache.commons.logging.LogFactory$1:org.apache.commons.logging.LogFactory$2:org.apache.commons.logging.LogSource:org.apache.commons.logging.impl.LogFactoryImpl:org.apache.commons.logging.impl.AvalonLogger:org.apache.commons.logging.impl.ServletContextCleaner:org.apache.commons.logging.impl.NoOpLog:org.apache.commons.logging.LogFactory$5:org.apache.commons.logging.LogFactory$6:org.apache.commons.logging.LogFactory$3:org.apache.commons.logging.LogFactory$4:org.apache.commons.logging.impl.LogKitLogger:org.apache.commons.logging.impl.WeakHashtable$Referenced:org.apache.commons.logging.impl.Jdk13LumberjackLogger:org.apache.commons.logging.impl.WeakHashtable$Entry:org.apache.commons.logging.impl.WeakHashtable:org.apache.commons.logging.impl.LogFactoryImpl$3:org.apache.commons.logging.impl.LogFactoryImpl$2:org.apache.commons.logging.impl.LogFactoryImpl$1:org.apache.commons.logging.impl.SimpleLog$1:org.apache.commons.logging.Log:org.apache.commons.logging.LogFactory:org.apache.commons.logging.impl.Jdk14Logger:org.apache.commons.logging.LogConfigurationException
