Class,Method,Field Name:Field Signature,Annotated In Library,Annotation,Annotation Visibility,Annotation Library,Count
org.apache.http.client.ClientProtocolException,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.cookie.RFC6265CookieSpecProvider,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.PoolingHttpClientConnectionManager,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.ThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.conn.routing.BasicRouteDirector,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.client.AuthenticationStrategyImpl,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.execchain.RequestAbortedException,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.cookie.MalformedCookieException,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
us.codecraft.webmagic.model.HasKey,-,-,us.codecraft:webmagic-extension:0.7.3,us.codecraft.webmagic.utils.Experimental,public,us.codecraft:webmagic-core:0.7.3,1
org.apache.http.client.config.RequestConfig,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.DefaultHttpResponseParserFactory,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.cookie.BasicDomainHandler,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.methods.HttpRequestBase,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.execchain.ProtocolExec,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.cookie.CookieIdentityComparator,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.client.DefaultUserTokenHandler,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.cookie.CookieRestrictionViolationException,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.methods.HttpEntityEnclosingRequestBase,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.cookie.RFC6265CookieSpec,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.ThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.protocol.RequestAcceptEncoding,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.methods.HttpRequestWrapper,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.DefaultHttpClientConnectionOperator,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.CPoolProxy,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.protocol.RequestClientConnControl,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
us.codecraft.webmagic.scheduler.QueueScheduler,-,-,us.codecraft:webmagic-core:0.7.3,org.apache.http.annotation.ThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.cookie.LaxExpiresHandler,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
