Caller Library	Field Name	Declared Class	Actual Class	Field Signature	Static	Visibility	Field Library	Reflective	Count
org.glowroot:glowroot-common:0.13.7-SNAPSHOT	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$CaptureKind::TIMER	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$CaptureKind	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$CaptureKind	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$CaptureKind	true	public	org.glowroot:glowroot-wire-api:0.13.7-SNAPSHOT	false	1
org.glowroot:glowroot-agent-core-unshaded:0.13.7-SNAPSHOT	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$AlreadyInTransactionBehavior::CAPTURE_NEW_TRANSACTION	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$AlreadyInTransactionBehavior	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$AlreadyInTransactionBehavior	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$AlreadyInTransactionBehavior	true	public	org.glowroot:glowroot-wire-api:0.13.7-SNAPSHOT	false	2
org.glowroot:glowroot-agent-core-unshaded:0.13.7-SNAPSHOT	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$CaptureKind::TRACE_ENTRY	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$CaptureKind	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$CaptureKind	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$CaptureKind	true	public	org.glowroot:glowroot-wire-api:0.13.7-SNAPSHOT	false	1
org.ow2.asm:asm-commons:7.3.1	org.objectweb.asm.Type::BOOLEAN_TYPE	org.objectweb.asm.Type	org.objectweb.asm.Type	org.objectweb.asm.Type	true	public	org.ow2.asm:asm:7.3.1	false	1
org.ow2.asm:asm-commons:7.3.1	org.objectweb.asm.Type::DOUBLE_TYPE	org.objectweb.asm.Type	org.objectweb.asm.Type	org.objectweb.asm.Type	true	public	org.ow2.asm:asm:7.3.1	false	26
org.ow2.asm:asm-commons:7.3.1	org.objectweb.asm.Type::BYTE_TYPE	org.objectweb.asm.Type	org.objectweb.asm.Type	org.objectweb.asm.Type	true	public	org.ow2.asm:asm:7.3.1	false	5
org.ow2.asm:asm-commons:7.3.1	org.objectweb.asm.Type::CHAR_TYPE	org.objectweb.asm.Type	org.objectweb.asm.Type	org.objectweb.asm.Type	true	public	org.ow2.asm:asm:7.3.1	false	5
org.glowroot:glowroot-agent-core-unshaded:0.13.7-SNAPSHOT	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$AlreadyInTransactionBehavior::DO_NOTHING	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$AlreadyInTransactionBehavior	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$AlreadyInTransactionBehavior	org.glowroot.wire.api.model.AgentConfigOuterClass$AgentConfig$InstrumentationConfig$AlreadyInTransactionBehavior	true	public	org.glowroot:glowroot-wire-api:0.13.7-SNAPSHOT	false	2
org.glowroot:glowroot-agent-embedded-unshaded:0.13.7-SNAPSHOT	org.glowroot.common.live.LiveTraceRepository$Existence::NO	org.glowroot.common.live.LiveTraceRepository$Existence	org.glowroot.common.live.LiveTraceRepository$Existence	org.glowroot.common.live.LiveTraceRepository$Existence	true	public	org.glowroot:glowroot-common:0.13.7-SNAPSHOT	false	2
org.glowroot:glowroot-agent-core-unshaded:0.13.7-SNAPSHOT	org.objectweb.asm.Type::LONG_TYPE	org.objectweb.asm.Type	org.objectweb.asm.Type	org.objectweb.asm.Type	true	public	org.ow2.asm:asm:7.3.1	false	1
