Library Name	No. of Public/Protected Methods	No. of Public/Protected Classes	No. of Public/Protected Fields	No. of Public/Protected Annotations	No. of Methods Called By Tests	Methods	Classes	Fields	Annotations
unknownLib	0	0	0	0	0	 
com.ning:compress-lzf:1.0.4	238	33	161	0	0		com.ning.compress.UncompressorOutputStream:com.ning.compress.lzf.LZFException:com.ning.compress.lzf.LZF:com.ning.compress.lzf.LZFDecoder:com.ning.compress.lzf.parallel.BlockManager:com.ning.compress.lzf.parallel.WriteTask:com.ning.compress.CompressionFormatException:com.ning.compress.lzf.LZFUncompressor:com.ning.compress.lzf.LZFCompressingInputStream:com.ning.compress.lzf.impl.UnsafeChunkDecoder:com.ning.compress.lzf.LZFOutputStream:com.ning.compress.lzf.impl.VanillaChunkDecoder:com.ning.compress.BufferRecycler:com.ning.compress.lzf.impl.UnsafeChunkEncoder:com.ning.compress.lzf.impl.UnsafeChunkEncoders:com.ning.compress.gzip.GZIPRecycler:com.ning.compress.lzf.LZFChunk:com.ning.compress.lzf.ChunkEncoder:com.ning.compress.lzf.LZFEncoder:com.ning.compress.lzf.impl.UnsafeChunkEncoderBE:com.ning.compress.lzf.util.LZFFileOutputStream$1:com.ning.compress.lzf.impl.VanillaChunkEncoder:com.ning.compress.lzf.util.ChunkEncoderFactory:com.ning.compress.lzf.util.LZFFileInputStream:com.ning.compress.lzf.parallel.CompressTask$1:com.ning.compress.Uncompressor:com.ning.compress.gzip.GZIPUncompressor:com.ning.compress.gzip.OptimizedGZIPOutputStream:com.ning.compress.lzf.util.LZFFileInputStream$1:com.ning.compress.gzip.OptimizedGZIPInputStream$State:com.ning.compress.lzf.parallel.PLZFOutputStream:com.ning.compress.lzf.util.LZFFileOutputStream:com.ning.compress.gzip.GZIPException:com.ning.compress.lzf.impl.UnsafeChunkEncoderLE:com.ning.compress.lzf.util.ChunkDecoderFactory:com.ning.compress.lzf.parallel.CompressTask:com.ning.compress.DataHandler:com.ning.compress.lzf.util.LZFFileInputStream$Wrapper:com.ning.compress.lzf.ChunkDecoder:com.ning.compress.lzf.util.LZFFileOutputStream$Wrapper:com.ning.compress.gzip.OptimizedGZIPInputStream:com.ning.compress.lzf.LZFInputStream
io.netty:netty-transport:4.1.27.Final	2611	155	63	1	0		io.netty.channel.AbstractChannel$AnnotatedNoRouteToHostException:io.netty.channel.pool.FixedChannelPool$AcquireTask:io.netty.channel.group.DefaultChannelGroup:io.netty.channel.PendingBytesTracker$NoopPendingBytesTracker:io.netty.channel.ChannelInboundHandlerAdapter:io.netty.bootstrap.Bootstrap$2:io.netty.bootstrap.Bootstrap$3:io.netty.channel.DefaultMessageSizeEstimator$1:io.netty.channel.DefaultChannelPipeline$PendingHandlerRemovedTask:io.netty.channel.socket.DatagramChannel:io.netty.channel.socket.oio.OioSocketChannel$3:io.netty.channel.socket.oio.OioSocketChannel$2:io.netty.channel.socket.oio.OioSocketChannel$1:io.netty.channel.nio.NioEventLoop$1:io.netty.channel.socket.nio.NioServerSocketChannel$NioServerSocketChannelConfig:io.netty.channel.socket.InternetProtocolFamily:io.netty.channel.nio.NioEventLoop$2:io.netty.channel.nio.NioEventLoop$3:io.netty.channel.nio.NioEventLoop$4:io.netty.channel.nio.NioEventLoop$5:io.netty.channel.nio.NioEventLoop$6:io.netty.channel.PendingBytesTracker$ChannelOutboundBufferPendingBytesTracker:io.netty.channel.MaxMessagesRecvByteBufAllocator:io.netty.bootstrap.Bootstrap$1:io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor$1:io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor$2:io.netty.channel.ChannelFlushPromiseNotifier$DefaultFlushCheckpoint:io.netty.channel.ChannelOutboundHandlerAdapter:io.netty.channel.DefaultMaxBytesRecvByteBufAllocator$1:io.netty.channel.group.ChannelMatchers$ClassMatcher:io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise:io.netty.channel.pool.ChannelHealthChecker:io.netty.channel.oio.AbstractOioMessageChannel:io.netty.channel.ChannelOutboundBuffer$MessageProcessor:io.netty.channel.AbstractChannelHandlerContext$WriteTask:io.netty.channel.ChannelPipelineException:io.netty.channel.socket.ServerSocketChannelConfig:io.netty.channel.PendingWriteQueue$PendingWrite:io.netty.channel.pool.AbstractChannelPoolHandler:io.netty.channel.socket.nio.NioDatagramChannel:io.netty.channel.group.VoidChannelGroupFuture:io.netty.channel.embedded.EmbeddedChannel$EmbeddedUnsafe:io.netty.bootstrap.BootstrapConfig:io.netty.channel.DefaultMaxMessagesRecvByteBufAllocator:io.netty.bootstrap.FailedChannel$1:io.netty.channel.PendingBytesTracker:io.netty.channel.ChannelOption:io.netty.channel.SucceededChannelFuture:io.netty.channel.pool.FixedChannelPool$AcquireTimeoutAction:io.netty.channel.embedded.EmbeddedChannel$1:io.netty.channel.embedded.EmbeddedChannel$2:io.netty.channel.DefaultMaxBytesRecvByteBufAllocator$HandleImpl:io.netty.channel.nio.SelectedSelectionKeySetSelector:io.netty.channel.DefaultChannelPipeline$PendingHandlerAddedTask:io.netty.channel.DefaultMaxMessagesRecvByteBufAllocator$MaxMessageHandle$1:io.netty.channel.socket.oio.OioSocketChannel:io.netty.channel.AbstractChannelHandlerContext:io.netty.channel.group.ChannelMatcher:io.netty.channel.CoalescingBufferQueue:io.netty.channel.ChannelMetadata:io.netty.channel.ThreadPerChannelEventLoopGroup$1:io.netty.channel.ChannelOutboundBuffer$1:io.netty.channel.ChannelOutboundBuffer$2:io.netty.channel.ChannelFlushPromiseNotifier$FlushCheckpoint:io.netty.channel.ChannelOutboundBuffer$3:io.netty.channel.CombinedChannelDuplexHandler:io.netty.channel.ChannelOutboundHandler:io.netty.channel.AbstractChannelHandlerContext$WriteAndFlushTask:io.netty.channel.SelectStrategy:io.netty.channel.ThreadPerChannelEventLoopGroup:io.netty.channel.socket.oio.OioSocketChannel$4:io.netty.channel.socket.oio.DefaultOioServerSocketChannelConfig:io.netty.channel.socket.nio.NioSocketChannel$1:io.netty.channel.AbstractChannel$AbstractUnsafe$6$1:io.netty.channel.oio.AbstractOioChannel$DefaultOioUnsafe:io.netty.channel.pool.SimpleChannelPool:io.netty.channel.SimpleChannelInboundHandler:io.netty.channel.pool.ChannelPool:io.netty.channel.nio.NioEventLoop:io.netty.channel.nio.AbstractNioByteChannel:io.netty.channel.socket.oio.OioServerSocketChannelConfig:io.netty.channel.DefaultMaxBytesRecvByteBufAllocator$HandleImpl$1:io.netty.channel.RecvByteBufAllocator$ExtendedHandle:io.netty.channel.MultithreadEventLoopGroup:io.netty.channel.embedded.EmbeddedChannel$State:io.netty.channel.ChannelId:io.netty.channel.embedded.EmbeddedChannel$EmbeddedChannelPipeline:io.netty.channel.embedded.EmbeddedEventLoop:io.netty.channel.local.LocalServerChannel$1:io.netty.channel.local.LocalServerChannel$2:io.netty.channel.DefaultChannelProgressivePromise:io.netty.channel.socket.nio.NioSocketChannel$4:io.netty.channel.MessageSizeEstimator:io.netty.channel.ChannelProgressiveFuture:io.netty.channel.socket.nio.NioSocketChannel$3:io.netty.channel.socket.nio.NioSocketChannel$2:io.netty.channel.MaxBytesRecvByteBufAllocator:io.netty.bootstrap.FailedChannel:io.netty.channel.pool.ChannelPoolHandler:io.netty.channel.socket.DatagramPacket:io.netty.channel.group.ChannelMatchers$1:io.netty.bootstrap.AbstractBootstrap$2:io.netty.channel.socket.nio.NioServerSocketChannel$1:io.netty.bootstrap.AbstractBootstrap$1:io.netty.channel.AbstractEventLoop:io.netty.channel.ChannelHandlerAdapter:io.netty.channel.ConnectTimeoutException:io.netty.channel.socket.nio.NioServerSocketChannel:io.netty.channel.AbstractChannel$AbstractUnsafe:io.netty.channel.EventLoop:io.netty.channel.nio.AbstractNioMessageChannel:io.netty.channel.PendingBytesTracker$1:io.netty.channel.nio.NioEventLoopGroup:io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext:io.netty.channel.local.LocalChannel$6:io.netty.channel.embedded.EmbeddedSocketAddress:io.netty.channel.local.LocalEventLoopGroup:io.netty.channel.local.LocalChannel$2:io.netty.channel.nio.AbstractNioMessageChannel$1:io.netty.channel.local.LocalChannel$3:io.netty.channel.local.LocalChannel$4:io.netty.channel.DefaultFileRegion:io.netty.channel.SingleThreadEventLoop:io.netty.channel.local.LocalChannel$5:io.netty.channel.PendingWriteQueue$1:io.netty.channel.local.LocalChannel$1:io.netty.channel.AbstractChannelHandlerContext$WriteAndFlushTask$1:io.netty.channel.ChannelFutureListener$3:io.netty.channel.socket.oio.OioDatagramChannel:io.netty.channel.ChannelFutureListener$2:io.netty.channel.socket.ChannelInputShutdownEvent:io.netty.channel.ChannelFutureListener$1:io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext$1:io.netty.channel.socket.oio.DefaultOioSocketChannelConfig:io.netty.channel.ChannelHandlerContext:io.netty.channel.FixedRecvByteBufAllocator:io.netty.channel.AbstractCoalescingBufferQueue:io.netty.bootstrap.ServerBootstrap$1:io.netty.channel.ChannelFutureListener:io.netty.channel.pool.FixedChannelPool$TimeoutTask:io.netty.channel.AdaptiveRecvByteBufAllocator:io.netty.channel.AbstractChannelHandlerContext$WriteTask$1:io.netty.channel.embedded.EmbeddedChannel$EmbeddedUnsafe$1:io.netty.channel.nio.AbstractNioChannel:io.netty.channel.FileRegion:io.netty.channel.nio.AbstractNioChannel$NioUnsafe:io.netty.channel.socket.oio.OioDatagramChannelConfig:io.netty.channel.ChannelProgressivePromise:io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelUnsafe:io.netty.bootstrap.FailedChannel$FailedChannelUnsafe:io.netty.channel.EventLoopGroup:io.netty.channel.AbstractChannel$AbstractUnsafe$4$1:io.netty.channel.embedded.EmbeddedChannelId:io.netty.channel.AbstractServerChannel$DefaultServerUnsafe:io.netty.channel.group.DefaultChannelGroupFuture$DefaultEntry:io.netty.channel.SimpleUserEventChannelHandler:io.netty.channel.oio.OioByteStreamChannel$2:io.netty.channel.oio.OioByteStreamChannel$1:io.netty.channel.Channel$Unsafe:io.netty.channel.VoidChannelPromise:io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe$1:io.netty.channel.oio.AbstractOioByteChannel:io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe$2:io.netty.bootstrap.ServerBootstrap$1$1:io.netty.channel.group.ChannelMatchers$InvertMatcher:io.netty.channel.FixedRecvByteBufAllocator$HandleImpl:io.netty.channel.ChannelOutboundBuffer$Entry$1:io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe:io.netty.channel.socket.ChannelInputShutdownReadComplete:io.netty.channel.nio.SelectedSelectionKeySet:io.netty.channel.local.LocalServerChannel:io.netty.bootstrap.AbstractBootstrapConfig:io.netty.channel.socket.oio.OioServerSocketChannel:io.netty.channel.ChannelInboundHandler:io.netty.channel.socket.oio.OioSocketChannelConfig:io.netty.channel.DefaultMessageSizeEstimator:io.netty.channel.local.LocalAddress:io.netty.channel.DefaultMaxBytesRecvByteBufAllocator:io.netty.channel.AbstractServerChannel$1:io.netty.channel.FailedChannelFuture:io.netty.channel.PreferHeapByteBufAllocator:io.netty.channel.DefaultChannelHandlerContext:io.netty.channel.socket.SocketChannel:io.netty.channel.local.LocalChannel$State:io.netty.channel.ChannelHandler$Sharable:io.netty.channel.AbstractChannel$AnnotatedSocketException:io.netty.channel.DefaultChannelPipeline$PendingHandlerCallback:io.netty.channel.RecvByteBufAllocator:io.netty.channel.ChannelPipeline:io.netty.channel.RecvByteBufAllocator$DelegatingHandle:io.netty.channel.ServerChannel:io.netty.channel.nio.AbstractNioByteChannel$1:io.netty.channel.socket.nio.ProtocolFamilyConverter$1:io.netty.channel.oio.OioByteStreamChannel:io.netty.channel.ChannelException:io.netty.channel.ChannelFlushPromiseNotifier:io.netty.channel.AbstractChannelHandlerContext$2:io.netty.channel.pool.FixedChannelPool$AcquireListener:io.netty.channel.ChannelProgressiveFutureListener:io.netty.channel.AbstractChannelHandlerContext$1:io.netty.channel.AbstractChannelHandlerContext$4:io.netty.channel.AbstractChannelHandlerContext$3:io.netty.channel.ThreadPerChannelEventLoop$1:io.netty.channel.AbstractChannelHandlerContext$6:io.netty.channel.AbstractChannelHandlerContext$5:io.netty.channel.ThreadPerChannelEventLoop$2:io.netty.channel.VoidChannelPromise$1:io.netty.channel.internal.ChannelUtils:io.netty.channel.AbstractChannelHandlerContext$8:io.netty.channel.AbstractChannelHandlerContext$7:io.netty.channel.pool.ChannelPoolMap:io.netty.channel.AbstractChannelHandlerContext$9:io.netty.channel.PendingBytesTracker$DefaultChannelPipelinePendingBytesTracker:io.netty.channel.DefaultMaxMessagesRecvByteBufAllocator$MaxMessageHandle:io.netty.channel.CompleteChannelFuture:io.netty.channel.ChannelOption$1:io.netty.channel.DefaultEventLoop:io.netty.channel.AbstractChannel:io.netty.channel.AddressedEnvelope:io.netty.bootstrap.ChannelFactory:io.netty.channel.MessageSizeEstimator$Handle:io.netty.channel.socket.ServerSocketChannel:io.netty.channel.PendingWriteQueue$PendingWrite$1:io.netty.channel.nio.NioEventLoop$SelectorTuple:io.netty.channel.ThreadPerChannelEventLoop:io.netty.channel.ChannelFactory:io.netty.channel.DefaultSelectStrategyFactory:io.netty.channel.group.DefaultChannelGroupFuture$1:io.netty.channel.group.ChannelGroupException:io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe:io.netty.channel.DefaultEventLoopGroup:io.netty.channel.local.LocalChannelRegistry:io.netty.channel.AbstractChannel$AnnotatedConnectException:io.netty.channel.Channel:io.netty.bootstrap.Bootstrap:io.netty.channel.RecvByteBufAllocator$Handle:io.netty.channel.ReflectiveChannelFactory:io.netty.channel.group.ChannelGroupFuture:io.netty.channel.local.LocalChannel$LocalUnsafe:io.netty.channel.AbstractChannelHandlerContext$AbstractWriteTask:io.netty.channel.AbstractChannel$AbstractUnsafe$1:io.netty.channel.socket.oio.DefaultOioDatagramChannelConfig:io.netty.channel.pool.ChannelHealthChecker$1:io.netty.channel.DefaultAddressedEnvelope:io.netty.channel.DefaultChannelPipeline$TailContext:io.netty.channel.DefaultChannelConfig:io.netty.channel.AbstractChannelHandlerContext$11:io.netty.channel.AbstractChannel$AbstractUnsafe$7:io.netty.channel.AbstractChannel$AbstractUnsafe$6:io.netty.channel.AbstractChannelHandlerContext$10:io.netty.channel.AbstractChannel$AbstractUnsafe$9:io.netty.channel.nio.NioTask:io.netty.channel.AbstractChannelHandlerContext$13:io.netty.channel.AbstractServerChannel:io.netty.channel.AbstractChannelHandlerContext$12:io.netty.channel.AbstractChannel$AbstractUnsafe$8:io.netty.channel.AbstractChannel$AbstractUnsafe$3:io.netty.channel.AbstractChannel$AbstractUnsafe$2:io.netty.channel.AbstractChannel$AbstractUnsafe$5:io.netty.channel.AbstractChannel$AbstractUnsafe$4:io.netty.channel.nio.AbstractNioMessageChannel$NioMessageUnsafe:io.netty.channel.DefaultMessageSizeEstimator$HandleImpl:io.netty.channel.ChannelPromise:io.netty.channel.pool.FixedChannelPool:io.netty.channel.local.LocalChannel:io.netty.channel.socket.DefaultSocketChannelConfig:io.netty.bootstrap.AbstractBootstrap:io.netty.channel.socket.ChannelOutputShutdownException:io.netty.channel.socket.ChannelOutputShutdownEvent:io.netty.channel.SelectStrategyFactory:io.netty.channel.DefaultChannelPromise:io.netty.channel.group.CombinedIterator:io.netty.channel.pool.SimpleChannelPool$3:io.netty.channel.ChannelDuplexHandler:io.netty.channel.pool.SimpleChannelPool$2:io.netty.channel.AdaptiveRecvByteBufAllocator$HandleImpl:io.netty.channel.pool.SimpleChannelPool$5:io.netty.channel.DefaultChannelId:io.netty.channel.pool.SimpleChannelPool$4:io.netty.channel.group.ChannelGroup:io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor:io.netty.channel.ChannelInitializer:io.netty.channel.pool.SimpleChannelPool$6:io.netty.channel.group.DefaultChannelGroup$1:io.netty.channel.oio.AbstractOioChannel:io.netty.channel.pool.SimpleChannelPool$1:io.netty.channel.ChannelOutboundBuffer:io.netty.channel.AbstractChannelHandlerContext$15:io.netty.channel.AbstractChannelHandlerContext$14:io.netty.channel.AbstractChannelHandlerContext$16:io.netty.channel.ChannelOutboundInvoker:io.netty.channel.CombinedChannelDuplexHandler$1:io.netty.channel.ChannelOutboundBuffer$Entry:io.netty.channel.DefaultChannelPipeline:io.netty.bootstrap.ServerBootstrapConfig:io.netty.channel.group.ChannelGroupFutureListener:io.netty.channel.DelegatingChannelPromiseNotifier:io.netty.channel.socket.nio.NioSocketChannel:io.netty.channel.nio.AbstractNioChannel$2:io.netty.channel.AbstractEventLoopGroup:io.netty.channel.WriteBufferWaterMark:io.netty.channel.socket.SocketChannelConfig:io.netty.channel.socket.DefaultServerSocketChannelConfig:io.netty.channel.pool.FixedChannelPool$7:io.netty.channel.pool.FixedChannelPool$6:io.netty.channel.nio.AbstractNioChannel$1:io.netty.channel.socket.nio.NioDatagramChannelConfig:io.netty.channel.pool.FixedChannelPool$3:io.netty.channel.pool.FixedChannelPool$2:io.netty.channel.EventLoopException:io.netty.channel.DefaultChannelPipeline$HeadContext:io.netty.channel.pool.FixedChannelPool$5:io.netty.channel.pool.FixedChannelPool$4:io.netty.channel.socket.DatagramChannelConfig:io.netty.channel.pool.FixedChannelPool$1:io.netty.channel.socket.DuplexChannel:io.netty.channel.oio.AbstractOioChannel$1:io.netty.channel.oio.AbstractOioChannel$2:io.netty.channel.oio.AbstractOioChannel$3:io.netty.channel.socket.nio.ProtocolFamilyConverter:io.netty.channel.group.ChannelMatchers$InstanceMatcher:io.netty.channel.group.ChannelMatchers:io.netty.channel.PendingWriteQueue:io.netty.channel.embedded.EmbeddedChannel:io.netty.channel.oio.OioEventLoopGroup:io.netty.channel.group.ChannelMatchers$CompositeMatcher:io.netty.channel.ChannelPromiseNotifier:io.netty.channel.ChannelInboundInvoker:io.netty.channel.ChannelFuture:io.netty.channel.SingleThreadEventLoop$NonWakeupRunnable:io.netty.channel.AbstractChannel$CloseFuture:io.netty.channel.group.DefaultChannelGroupFuture:io.netty.channel.ChannelConfig:io.netty.channel.DefaultChannelPipeline$9:io.netty.channel.DefaultChannelPipeline$6:io.netty.channel.DefaultChannelPipeline$5:io.netty.bootstrap.ServerBootstrap:io.netty.channel.DefaultChannelPipeline$8:io.netty.channel.ChannelHandler:io.netty.channel.DefaultSelectStrategy:io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelConfig:io.netty.channel.DefaultChannelPipeline$7:io.netty.channel.ChannelPromiseAggregator:io.netty.channel.pool.AbstractChannelPoolMap:io.netty.channel.DefaultChannelPipeline$2:io.netty.channel.socket.DefaultDatagramChannelConfig:io.netty.channel.DefaultChannelPipeline$1:io.netty.channel.DefaultChannelPipeline$4:io.netty.channel.DefaultChannelPipeline$3
