Library Name	No. of Public/Protected Methods	No. of Methods Called By Tests	Classes
unknownLib	0	0	 
dom4j:dom4j:1.6.1	2022	0	org.dom4j.dom.DOMCDATA:org.dom4j.io.SAXEventRecorder$SAXEvent:org.dom4j.datatype.DatatypeAttribute:org.dom4j.InvalidXPathException:org.dom4j.io.DispatchHandler:org.dom4j.tree.DefaultText:org.dom4j.Entity:org.dom4j.tree.NamespaceStack:org.dom4j.datatype.DatatypeElementFactory:org.dom4j.xpath.DefaultNamespaceContext:org.dom4j.jaxb.JAXBWriter:org.dom4j.swing.DocumentTreeModel:org.dom4j.util.UserDataDocumentFactory:org.dom4j.io.DocumentResult:org.dom4j.jaxb.JAXBModifier$JAXBElementModifier:org.dom4j.swing.XMLTableDefinition:org.dom4j.tree.AbstractBranch:org.dom4j.ProcessingInstruction:org.dom4j.tree.ConcurrentReaderHashMap$KeyIterator:org.dom4j.io.ElementStack:org.dom4j.jaxb.JAXBReader$UnmarshalElementHandler:org.dom4j.tree.FlyweightProcessingInstruction:org.dom4j.Namespace:org.dom4j.rule.pattern.NodeTypePattern:org.dom4j.datatype.DatatypeElement:org.dom4j.io.XMLResult:org.dom4j.tree.DefaultDocumentType:org.dom4j.io.SAXEventRecorder:org.dom4j.tree.AbstractCDATA:org.dom4j.io.HTMLWriter$FormatState:org.dom4j.tree.AbstractText:org.dom4j.bean.BeanMetaData:org.dom4j.tree.AbstractDocument:org.dom4j.tree.NamespaceCache:org.dom4j.rule.RuleManager$1:org.dom4j.io.SAXWriter:org.dom4j.Attribute:org.dom4j.io.SAXModifier:org.dom4j.Document:org.dom4j.tree.ElementNameIterator:org.dom4j.tree.ConcurrentReaderHashMap:org.dom4j.tree.FlyweightComment:org.dom4j.tree.ConcurrentReaderHashMap$Entry:org.dom4j.io.ElementModifier:org.dom4j.jaxb.JAXBObjectHandler:org.dom4j.DocumentHelper:org.dom4j.dom.DOMText:org.dom4j.io.DocumentInputSource$1:org.dom4j.tree.AbstractDocumentType:org.dom4j.tree.ConcurrentReaderHashMap$ValueIterator:org.dom4j.io.XPPReader:org.dom4j.tree.QNameCache:org.dom4j.dom.DOMProcessingInstruction:org.dom4j.tree.ContentListFacade:org.dom4j.dtd.AttributeDecl:org.dom4j.io.JAXPHelper:org.dom4j.jaxb.JAXBObjectModifier:org.dom4j.tree.FlyweightAttribute:org.dom4j.CDATA:org.dom4j.io.PruningElementStack:org.dom4j.IllegalAddException:org.dom4j.jaxb.JAXBReader$PruningElementHandler:org.dom4j.io.DocumentInputSource:org.dom4j.tree.FlyweightText:org.dom4j.tree.AbstractNode:org.dom4j.rule.Rule:org.dom4j.Visitor:org.dom4j.io.SAXValidator:org.dom4j.tree.ConcurrentReaderHashMap$BarrierLock:org.dom4j.tree.SingleIterator:org.dom4j.CharacterData:org.dom4j.dom.DOMDocumentFactory:org.dom4j.swing.BranchTreeNode$1:org.dom4j.bean.BeanElement:org.dom4j.NodeFilter:org.dom4j.tree.DefaultNamespace:org.dom4j.tree.DefaultComment:org.dom4j.io.STAXEventWriter:org.dom4j.util.IndexedDocumentFactory:org.dom4j.datatype.SchemaParser:org.dom4j.io.SAXModifyReader:org.dom4j.xpath.XPathPattern:org.dom4j.rule.pattern.DefaultPattern:org.dom4j.dom.DOMNodeHelper$EmptyNodeList:org.dom4j.tree.AbstractProcessingInstruction:org.dom4j.io.STAXEventReader:org.dom4j.io.STAXEventWriter$AttributeIterator:org.dom4j.io.SAXContentHandler:org.dom4j.QName:org.dom4j.XPathException:org.dom4j.xpath.DefaultXPath$1:org.dom4j.tree.DefaultElement:org.dom4j.jaxb.JAXBReader:org.dom4j.Node:org.dom4j.tree.ConcurrentReaderHashMap$HashIterator:org.dom4j.util.NonLazyDocumentFactory:org.dom4j.util.SingletonStrategy:org.dom4j.dtd.ExternalEntityDecl:org.dom4j.tree.ConcurrentReaderHashMap$Values:org.dom4j.tree.DefaultCDATA:org.dom4j.io.SAXReader$SAXEntityResolver:org.dom4j.tree.BackedList:org.dom4j.io.SAXReader:org.dom4j.io.SAXHelper:org.dom4j.tree.ElementQNameIterator:org.dom4j.dom.DOMDocumentType:org.dom4j.datatype.NamedTypeResolver:org.dom4j.DocumentType:org.dom4j.tree.AbstractAttribute:org.dom4j.dom.DOMNodeHelper$1:org.dom4j.io.SAXModifyException:org.dom4j.util.AttributeHelper:org.dom4j.swing.XMLTableModel:org.dom4j.dom.DOMAttributeNodeMap:org.dom4j.util.XMLErrorHandler:org.dom4j.tree.DefaultDocument:org.dom4j.dom.DOMElement:org.dom4j.util.UserDataElement:org.dom4j.io.DocumentSource:org.dom4j.swing.LeafTreeNode$1:org.dom4j.tree.ConcurrentReaderHashMap$KeySet:org.dom4j.util.ProxyDocumentFactory:org.dom4j.rule.RuleSet:org.dom4j.rule.Stylesheet:org.dom4j.tree.AbstractEntity:org.dom4j.dtd.ElementDecl:org.dom4j.xpp.ProxyXmlStartTag:org.dom4j.tree.ElementIterator:org.dom4j.dom.DOMAttribute:org.dom4j.util.IndexedElement:org.dom4j.util.NonLazyElement:org.dom4j.tree.FlyweightEntity:org.dom4j.util.SimpleSingleton:org.dom4j.swing.BranchTreeNode:org.dom4j.dtd.InternalEntityDecl:org.dom4j.util.NodeComparator:org.dom4j.tree.ConcurrentReaderHashMap$1:org.dom4j.dom.DOMDocument:org.dom4j.io.SAXModifyElementHandler:org.dom4j.bean.BeanAttribute:org.dom4j.io.PruningDispatchHandler:org.dom4j.rule.RuleManager:org.dom4j.bean.BeanAttributeList:org.dom4j.ElementHandler:org.dom4j.tree.DefaultAttribute:org.dom4j.io.XMLWriter:org.dom4j.rule.NullAction:org.dom4j.io.OutputFormat:org.dom4j.dom.DOMNamespace:org.dom4j.io.XPP3Reader:org.dom4j.swing.LeafTreeNode:org.dom4j.tree.AbstractElement:org.dom4j.DocumentFactory:org.dom4j.datatype.DatatypeDocumentFactory:org.dom4j.DocumentException:org.dom4j.tree.BaseElement:org.dom4j.io.STAXEventWriter$NamespaceIterator:org.dom4j.Comment:org.dom4j.rule.Pattern:org.dom4j.tree.DefaultEntity:org.dom4j.tree.ConcurrentReaderHashMap$EntrySet:org.dom4j.ElementPath:org.dom4j.dom.DOMEntityReference:org.dom4j.datatype.InvalidSchemaException:org.dom4j.util.PerThreadSingleton:org.dom4j.jaxb.JAXBRuntimeException:org.dom4j.tree.AbstractComment:org.dom4j.dom.DOMNodeHelper:org.dom4j.Branch:org.dom4j.io.HTMLWriter:org.dom4j.jaxb.JAXBModifier:org.dom4j.rule.Mode:org.dom4j.tree.DefaultProcessingInstruction:org.dom4j.Text:org.dom4j.tree.AbstractCharacterData:org.dom4j.util.UserDataAttribute:org.dom4j.io.DOMReader:org.dom4j.io.SAXModifyContentHandler:org.dom4j.rule.Action:org.dom4j.swing.XMLTableColumnDefinition:org.dom4j.VisitorSupport:org.dom4j.xpath.DefaultXPath:org.dom4j.XPath:org.dom4j.bean.BeanDocumentFactory:org.dom4j.dom.DOMComment:org.dom4j.io.DOMWriter:org.dom4j.tree.FlyweightCDATA:org.dom4j.Element:org.dom4j.jaxb.JAXBSupport:org.dom4j.tree.FilterIterator
