Library Name	No. of Public/Protected Methods	No. of Public/Protected Classes	No. of Public/Protected Fields	No. of Public/Protected Annotations	No. of Methods Called By Tests	Methods	Classes	Fields	Annotations
unknownLib	0	0	0	0	0	 
	0	0	0	0	0		io.quarkus.test.h2.H2DatabaseTestResource



