Caller Method	Caller Library	Callee Visibility	Declared Callee Method	Declared Callee Library	Actual Callee Method	Actual Callee Library	Count	Reflective	DynamicProxy	Service Bypass
org.antlr.v4.runtime.DefaultErrorStrategy::sync(Lorg/antlr/v4/runtime/Parser;)V	org.antlr:antlr4-runtime:4.7.2	public	org.antlr.v4.runtime.Parser::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;	org.antlr:antlr4-runtime:4.7.2	org.seimicrawler.xpath.antlr.XpathParser::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;	cn.wanghaomiao:JsoupXpath:2.5.0	2860	false	false	
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;	org.antlr:antlr4-runtime:4.7.2	public	org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;	org.antlr:antlr4-runtime:4.7.2	org.seimicrawler.xpath.antlr.XpathParser$FunctionCallContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;	cn.wanghaomiao:JsoupXpath:2.5.0	218	false	false	
org.seimicrawler.xpath.antlr.XpathParser::multiplicativeExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$MultiplicativeExprContext;	cn.wanghaomiao:JsoupXpath:2.5.0	public	org.antlr.v4.runtime.TokenStream::LT(I)Lorg/antlr/v4/runtime/Token;	org.antlr:antlr4-runtime:4.7.2	org.antlr.v4.runtime.CommonTokenStream::LT(I)Lorg/antlr/v4/runtime/Token;	org.antlr:antlr4-runtime:4.7.2	2	false	false	
org.seimicrawler.xpath.util.CommonUtil::getElIndexInSameTags(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I	cn.wanghaomiao:JsoupXpath:2.5.0	public	org.jsoup.nodes.Element::tagName()Ljava/lang/String;	org.jsoup:jsoup:1.14.1	org.jsoup.nodes.Element::tagName()Ljava/lang/String;	org.jsoup:jsoup:1.14.1	4558	false	false	
org.seimicrawler.xpath.antlr.XpathParser::relationalExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$RelationalExprContext;	cn.wanghaomiao:JsoupXpath:2.5.0	public	org.antlr.v4.runtime.TokenStream::LA(I)I	org.antlr:antlr4-runtime:4.7.2	org.antlr.v4.runtime.CommonTokenStream::LA(I)I	org.antlr:antlr4-runtime:4.7.2	140	false	false	
org.antlr.v4.runtime.Parser::match(I)Lorg/antlr/v4/runtime/Token;	org.antlr:antlr4-runtime:4.7.2	public	org.antlr.v4.runtime.Parser::getCurrentToken()Lorg/antlr/v4/runtime/Token;	org.antlr:antlr4-runtime:4.7.2	org.seimicrawler.xpath.antlr.XpathParser::getCurrentToken()Lorg/antlr/v4/runtime/Token;	cn.wanghaomiao:JsoupXpath:2.5.0	354	false	false	
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;	org.antlr:antlr4-runtime:4.7.2	public	org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;	org.antlr:antlr4-runtime:4.7.2	org.seimicrawler.xpath.antlr.XpathParser$RelationalExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;	cn.wanghaomiao:JsoupXpath:2.5.0	13299	false	false	
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;	cn.wanghaomiao:JsoupXpath:2.5.0	public	org.jsoup.nodes.Element::nodeName()Ljava/lang/String;	org.jsoup:jsoup:1.14.1	org.jsoup.nodes.Element::nodeName()Ljava/lang/String;	org.jsoup:jsoup:1.14.1	2822	false	false	
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V	org.antlr:antlr4-runtime:4.7.2	public	org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V	org.antlr:antlr4-runtime:4.7.2	org.seimicrawler.xpath.antlr.XpathParser$UnionExprNoRootContext::setAltNumber(I)V	cn.wanghaomiao:JsoupXpath:2.5.0	136	false	false	
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;	org.antlr:antlr4-runtime:4.7.2	public	org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;	org.antlr:antlr4-runtime:4.7.2	org.seimicrawler.xpath.antlr.XpathParser$RelativeLocationPathContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;	cn.wanghaomiao:JsoupXpath:2.5.0	165	false	false	
