Library Name	No. of Public/Protected Methods	No. of Public/Protected Classes	No. of Public/Protected Fields	No. of Public/Protected Annotations	No. of Methods Called By Tests	Methods	Classes	Fields	Annotations
unknownLib	0	0	0	0	0	 
io.github.x-stream:mxparser:1.2.1	40	1	0	0	0		io.github.xstream.mxparser.MXParser
jakarta.xml.bind:jakarta.xml.bind-api:2.3.2	501	57	26	32	0		javax.xml.bind.Element:javax.xml.bind.annotation.XmlAccessOrder:javax.xml.bind.MarshalException:javax.xml.bind.annotation.XmlElement$DEFAULT:javax.xml.bind.annotation.XmlIDREF:javax.xml.bind.ValidationEventHandler:javax.xml.bind.annotation.XmlSchemaType:javax.xml.bind.helpers.NotIdentifiableEventImpl:javax.xml.bind.annotation.XmlElementDecl:javax.xml.bind.annotation.adapters.XmlJavaTypeAdapter$DEFAULT:javax.xml.bind.UnmarshallerHandler:javax.xml.bind.helpers.ParseConversionEventImpl:javax.xml.bind.Binder:javax.xml.bind.JAXBContext$1:javax.xml.bind.Validator:javax.xml.bind.annotation.XmlNs:javax.xml.bind.ContextFinder:javax.xml.bind.annotation.adapters.HexBinaryAdapter:javax.xml.bind.helpers.PrintConversionEventImpl:javax.xml.bind.annotation.W3CDomHandler:javax.xml.bind.annotation.XmlElementDecl$GLOBAL:javax.xml.bind.JAXBIntrospector:javax.xml.bind.annotation.XmlValue:javax.xml.bind.NotIdentifiableEvent:javax.xml.bind.annotation.XmlSchema:javax.xml.bind.DatatypeConverter:javax.xml.bind.DatatypeConverterInterface:javax.xml.bind.helpers.ValidationEventImpl:javax.xml.bind.PrintConversionEvent:javax.xml.bind.TypeConstraintException:javax.xml.bind.annotation.XmlSeeAlso:javax.xml.bind.util.ValidationEventCollector:javax.xml.bind.annotation.XmlMixed:javax.xml.bind.annotation.XmlType:javax.xml.bind.helpers.DefaultValidationEventHandler:javax.xml.bind.DatatypeConverterImpl:javax.xml.bind.GetPropertyAction:javax.xml.bind.annotation.XmlSchemaType$DEFAULT:javax.xml.bind.helpers.Messages:javax.xml.bind.ServiceLoaderUtil:javax.xml.bind.annotation.XmlAttribute:javax.xml.bind.ParseConversionEvent:javax.xml.bind.annotation.XmlMimeType:javax.xml.bind.ValidationEventLocator:javax.xml.bind.JAXBElement:javax.xml.bind.annotation.XmlRootElement:javax.xml.bind.ServiceLoaderUtil$ExceptionHandler:module-info:javax.xml.bind.helpers.ValidationEventLocatorImpl:javax.xml.bind.annotation.XmlElementRef$DEFAULT:javax.xml.bind.annotation.adapters.XmlJavaTypeAdapters:javax.xml.bind.annotation.XmlID:javax.xml.bind.util.JAXBSource:javax.xml.bind.attachment.AttachmentUnmarshaller:javax.xml.bind.annotation.XmlAnyElement:javax.xml.bind.annotation.XmlElementWrapper:javax.xml.bind.helpers.AbstractUnmarshallerImpl:javax.xml.bind.annotation.XmlSchemaTypes:javax.xml.bind.DatatypeConverterImpl$CalendarFormatter:javax.xml.bind.PropertyException:javax.xml.bind.annotation.XmlElementRef:javax.xml.bind.annotation.XmlElements:javax.xml.bind.annotation.adapters.CollapsedStringAdapter:javax.xml.bind.util.JAXBSource$1:javax.xml.bind.annotation.adapters.XmlJavaTypeAdapter:javax.xml.bind.annotation.XmlEnum:javax.xml.bind.JAXB:javax.xml.bind.annotation.XmlAccessorType:javax.xml.bind.Unmarshaller$Listener:javax.xml.bind.annotation.XmlAnyAttribute:javax.xml.bind.ModuleUtil:javax.xml.bind.ContextFinder$4:javax.xml.bind.annotation.XmlEnumValue:javax.xml.bind.ContextFinder$3:javax.xml.bind.annotation.XmlTransient:javax.xml.bind.ContextFinder$2:javax.xml.bind.JAXB$Cache:javax.xml.bind.ContextFinder$1:javax.xml.bind.JAXBException:javax.xml.bind.annotation.XmlAccessType:javax.xml.bind.ContextFinder$5:javax.xml.bind.ValidationEvent:javax.xml.bind.annotation.XmlAttachmentRef:javax.xml.bind.annotation.XmlElementRefs:javax.xml.bind.SchemaOutputResolver:javax.xml.bind.annotation.adapters.NormalizedStringAdapter:javax.xml.bind.JAXBPermission:javax.xml.bind.annotation.XmlInlineBinaryData:javax.xml.bind.util.JAXBResult:META-INF.versions.9.javax.xml.bind.ModuleUtil:javax.xml.bind.JAXBContextFactory:javax.xml.bind.Marshaller:javax.xml.bind.JAXBElement$GlobalScope:javax.xml.bind.WhiteSpaceProcessor:javax.xml.bind.annotation.XmlNsForm:javax.xml.bind.annotation.DomHandler:javax.xml.bind.Messages:javax.xml.bind.DataBindingException:javax.xml.bind.annotation.XmlType$DEFAULT:javax.xml.bind.attachment.AttachmentMarshaller:javax.xml.bind.JAXBContext:javax.xml.bind.Unmarshaller:javax.xml.bind.annotation.adapters.XmlAdapter:javax.xml.bind.annotation.XmlAccessorOrder:javax.xml.bind.UnmarshalException:javax.xml.bind.helpers.AbstractMarshallerImpl:javax.xml.bind.util.Messages:javax.xml.bind.Marshaller$Listener:javax.xml.bind.annotation.XmlRegistry:javax.xml.bind.annotation.XmlList:javax.xml.bind.ValidationException:javax.xml.bind.annotation.XmlElement
xmlpull:xmlpull:1.1.3.1	76	4	25	0	0		org.xmlpull.v1.XmlPullParserException:org.xmlpull.v1.XmlPullParserFactory:org.xmlpull.v1.XmlSerializer:org.xmlpull.v1.XmlPullParser
