Caller Method	Caller Library	setAccessible Called On	Visibility	Callee Name	Field Signature	Callee Library
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.serialization.Serializer::exclude([Ljava/lang/String;)Lbr/com/caelum/vraptor/serialization/Serializer;		br.com.caelum:vraptor:4.2.2
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.interceptor.example.InterceptorWithCustomizedAccepts::after()V		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	com.thoughtworks.xstream.core.JVM$Test::c	char	com.thoughtworks.xstream:xstream:1.4.7
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.observer.ExecuteMethodTest$AnyController::throwException()V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.interceptor.example.AcceptsInterceptor::accepts(Lbr/com/caelum/vraptor/controller/ControllerMethod;)Z		unknownLib
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory::getBoundFields(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Ljava/lang/Class;)Ljava/util/Map;	com.google.code.gson:gson:2.2.4	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.gson.GsonJSONSerializationTest$Address::city	java.lang.String	unknownLib
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory::getBoundFields(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Ljava/lang/Class;)Ljava/util/Map;	com.google.code.gson:gson:2.2.4	java.lang.reflect.Field	private	br.com.caelum.vraptor.serialization.gson.GsonDeserializerTest$Dog::birthday	java.util.Calendar	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	com.sun.proxy.$Proxy54::value()[Ljava/lang/String;		unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.http.route.DefaultRouterTest$MyController_$$_jvst16b_13::_filter_signature	byte[]	unknownLib
net.vidageek.mirror.provider.java.PureJavaConstructorReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Constructor	public	br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$Cat::br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$Cat()V		unknownLib
net.vidageek.mirror.provider.java.PureJavaConstructorReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Constructor	public	br.com.caelum.vraptor.http.iogi.MiscIogiSupportTest$Leg::br.com.caelum.vraptor.http.iogi.MiscIogiSupportTest$Leg()V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.Status::movedPermanentlyTo(Ljava/lang/String;)V		br.com.caelum:vraptor:4.2.2
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$Order::price	double	unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.http.route.DefaultRouterTest$MyController_$$_jvst16b_13::_filter_signature	byte[]	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.HttpResult::addIntHeader(Ljava/lang/String;I)Lbr/com/caelum/vraptor/view/HttpResult;		br.com.caelum:vraptor:4.2.2
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$WithAliasedAttribute::aliased	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$WithAlias	unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	br.com.caelum.vraptor.serialization.xstream.XStreamXmlDeserializerTest$Dog::birthday	java.util.Calendar	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.http.iogi.IogiGenericTypesSupportTest$Cat::setLegLength(Ljava/util/List;)V		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$GenericWrapper::total	java.lang.Integer	unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	java.util.Arrays$ArrayList::serialVersionUID	long	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.PageResult::forwardTo(Ljava/lang/String;)V		br.com.caelum:vraptor:4.2.2
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	com.thoughtworks.xstream.core.JVM$Test::b	byte	com.thoughtworks.xstream:xstream:1.4.7
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.PageResult::of(Ljava/lang/Class;)Ljava/lang/Object;		br.com.caelum:vraptor:4.2.2
com.thoughtworks.xstream.core.util.Fields::locate(Ljava/lang/Class;Ljava/lang/Class;Z)Ljava/lang/reflect/Field;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	java.util.EnumSet::elementType	java.lang.Class<E>	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.interceptor.example.AcceptsInterceptor::around(Lbr/com/caelum/vraptor/core/InterceptorStack;Lbr/com/caelum/vraptor/controller/ControllerMethod;Lbr/com/caelum/vraptor/controller/ControllerInstance;)V		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$B::field2	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$C	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.serialization.NoRootSerialization::from(Ljava/lang/Object;)Lbr/com/caelum/vraptor/serialization/Serializer;		br.com.caelum:vraptor:4.2.2
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	br.com.caelum.vraptor.serialization.xstream.XStreamXmlDeserializerTest$Dog::name	java.lang.String	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	com.sun.proxy.$Proxy55::value()[Ljava/lang/String;		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	com.thoughtworks.xstream.core.JVM$Test::o	java.lang.Object	com.thoughtworks.xstream:xstream:1.4.7
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.view.LogicResult_$$_jvst16b_1::_filter_signature	byte[]	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$Address::setStreet(Ljava/lang/String;)V		unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.view.LogicResult_$$_jvst16b_1::_filter_signature	byte[]	unknownLib
com.thoughtworks.xstream.core.util.Fields::locate(Ljava/lang/Class;Ljava/lang/Class;Z)Ljava/lang/reflect/Field;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	java.util.TreeMap::comparator	java.util.Comparator<? super K>	unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$Client::address	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$Address	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$House::setCat(Lbr/com/caelum/vraptor/http/iogi/IogiParametersProviderTest$Cat;)V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.http.iogi.IogiGenericTypesSupportTest$Cat::setEyeColorCode(Ljava/util/List;)V		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$BasicOrder::this$0	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.HttpResult::setStatusCode(I)V		br.com.caelum:vraptor:4.2.2
net.vidageek.mirror.provider.java.PureJavaConstructorReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Constructor	public	br.com.caelum.vraptor.http.iogi.MiscIogiSupportTest$House::br.com.caelum.vraptor.http.iogi.MiscIogiSupportTest$House()V		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	protected	java.util.AbstractList::modCount	int	unknownLib
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory::getBoundFields(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Ljava/lang/Class;)Ljava/util/Map;	com.google.code.gson:gson:2.2.4	java.lang.reflect.Field	default	br.com.caelum.vraptor.util.test.MockSerializationResultTest$Car::owner	java.lang.String	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.interceptor.example.InterceptorWithCustomizedAccepts::intercept(Lbr/com/caelum/vraptor/interceptor/SimpleInterceptorStack;)V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.Status::ok()V		br.com.caelum:vraptor:4.2.2
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider::newInstance(Ljava/lang/Class;)Ljava/lang/Object;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Constructor	default	br.com.caelum.vraptor.serialization.xstream.XStreamXmlDeserializerTest$Person::br.com.caelum.vraptor.serialization.xstream.XStreamXmlDeserializerTest$Person()V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.RefererResult::forward()V		br.com.caelum:vraptor:4.2.2
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$Cat::setId(Ljava/lang/String;)V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.http.route.JavaEvaluatorTest$Client::getChild()Lbr/com/caelum/vraptor/http/route/JavaEvaluatorTest$Client;		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.interceptor.example.AcceptsInterceptor::after()V		unknownLib
com.thoughtworks.xstream.core.util.Fields::locate(Ljava/lang/Class;Ljava/lang/Class;Z)Ljava/lang/reflect/Field;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	protected	java.lang.reflect.Proxy::h	java.lang.reflect.InvocationHandler	unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$Client::creation	java.util.Calendar	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.core.ReflectionProviderTest$DomesticDog::getBreed()Ljava/lang/String;		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	com.thoughtworks.xstream.core.JVM$Test::f	float	com.thoughtworks.xstream:xstream:1.4.7
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.view.Status_$$_jvst16b_a::_filter_signature	byte[]	unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.view.Status_$$_jvst16b_a::_filter_signature	byte[]	unknownLib
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory::getBoundFields(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Ljava/lang/Class;)Ljava/util/Map;	com.google.code.gson:gson:2.2.4	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.gson.GsonJSONSerializationTest$Item::price	double	unknownLib
net.vidageek.mirror.provider.java.PureJavaConstructorReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Constructor	public	br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$Address::br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$Address()V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.interceptor.example.AcceptsWithoutArgsInterceptor::before()V		unknownLib
org.hibernate.validator.internal.util.privilegedactions.GetAnnotationParameter::run()Ljava/lang/Object;	org.hibernate:hibernate-validator:5.1.0.Final	java.lang.reflect.Method	public	com.sun.proxy.$Proxy27::payload()[Ljava/lang/Class;		unknownLib
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory::getBoundFields(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Ljava/lang/Class;)Ljava/util/Map;	com.google.code.gson:gson:2.2.4	java.lang.reflect.Field	default	br.com.caelum.vraptor.util.test.MockSerializationResultTest$Car::licensePlate	java.lang.String	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.http.route.JavaEvaluatorTest$Client::getEmails()Ljava/util/List;		unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.proxy.JavassistProxifierTest_$$_jvst16b_9::_filter_signature	byte[]	unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.view.DefaultLogicResultTest$MyComponent_$$_jvst16b_15::_filter_signature	byte[]	unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.view.DefaultLogicResultTest$MyComponent_$$_jvst16b_15::_filter_signature	byte[]	unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.proxy.JavassistProxifierTest_$$_jvst16b_9::_filter_signature	byte[]	unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$A::this$0	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest	unknownLib
org.hibernate.validator.internal.util.privilegedactions.GetAnnotationParameter::run()Ljava/lang/Object;	org.hibernate:hibernate-validator:5.1.0.Final	java.lang.reflect.Method	public	com.sun.proxy.$Proxy40::payload()[Ljava/lang/Class;		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.interceptor.example.AlwaysAcceptsAspectInterceptor::begin()V		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$Properties::map	java.util.Map<java.lang.String	 java.lang.String>	unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	default	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$Address::street	java.lang.String	unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.LinkToHandlerTest$TestController$linkTo$path_$$_jvst16b_19::anotherMethod(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/String;		unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$BasicOrder::type	br.com.caelum.vraptor.serialization.xstream.XStreamXMLSerializationTest$Type	unknownLib
net.vidageek.mirror.provider.java.PureJavaConstructorReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Constructor	public	br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$NeedsMyResource::br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$NeedsMyResource(Lbr/com/caelum/vraptor/http/iogi/IogiParametersProviderTest$MyResource;)V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$ABC::setPerson(Ljava/util/List;)V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.interceptor.example.ExampleOfSimpleStackInterceptor::around(Lbr/com/caelum/vraptor/interceptor/SimpleInterceptorStack;)V		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	com.sun.proxy.$Proxy57::value()[Ljava/lang/String;		unknownLib
org.hibernate.validator.internal.util.privilegedactions.GetAnnotationParameter::run()Ljava/lang/Object;	org.hibernate:hibernate-validator:5.1.0.Final	java.lang.reflect.Method	public	com.sun.proxy.$Proxy25::message()Ljava/lang/String;		unknownLib
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory::getBoundFields(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Ljava/lang/Class;)Ljava/util/Map;	com.google.code.gson:gson:2.2.4	java.lang.reflect.Field	private	br.com.caelum.vraptor.serialization.gson.GsonJSONSerializationTest$BasicOrder::type	br.com.caelum.vraptor.serialization.gson.GsonJSONSerializationTest$Type	unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	com.thoughtworks.xstream.core.JVM$Test::l	long	com.thoughtworks.xstream:xstream:1.4.7
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.LinkToHandlerTest$TestController$linkTo$path_$$_jvst16b_19::method(Ljava/lang/Object;)Ljava/lang/String;		unknownLib
org.hibernate.validator.internal.util.privilegedactions.GetAnnotationParameter::run()Ljava/lang/Object;	org.hibernate:hibernate-validator:5.1.0.Final	java.lang.reflect.Method	public	com.sun.proxy.$Proxy27::message()Ljava/lang/String;		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.Status::conflict()V		br.com.caelum:vraptor:4.2.2
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.LinkToHandlerTest$TestController$linkTo$path_$$_jvst16b_19::method()Ljava/lang/String;		unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.serialization.RepresentationResult_$$_jvst16b_10::_filter_signature	byte[]	unknownLib
com.thoughtworks.xstream.converters.reflection.FieldDictionary::buildMap(Ljava/lang/Class;Z)Ljava/util/Map;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	com.thoughtworks.xstream.core.JVM$Test::d	double	com.thoughtworks.xstream:xstream:1.4.7
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.DefaultValidationViewsFactoryTest$RandomComponent::random()V		unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.proxy.JavassistProxifierTest$C_$$_jvst16b_4::_filter_signature	byte[]	unknownLib
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory::getBoundFields(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Ljava/lang/Class;)Ljava/util/Map;	com.google.code.gson:gson:2.2.4	java.lang.reflect.Field	default	br.com.caelum.vraptor.util.test.MockSerializationResultTest$Car::model	java.lang.String	unknownLib
com.thoughtworks.xstream.core.util.Fields::locate(Ljava/lang/Class;Ljava/lang/Class;Z)Ljava/lang/reflect/Field;	com.thoughtworks.xstream:xstream:1.4.7	java.lang.reflect.Field	private	java.util.TreeSet::m	java.util.NavigableMap<E	 java.lang.Object>	unknownLib
net.vidageek.mirror.provider.java.PureJavaConstructorReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Constructor	public	br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$Person::br.com.caelum.vraptor.http.iogi.IogiParametersProviderTest$Person()V		unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.proxy.JavassistProxifierTest$C_$$_jvst16b_4::_filter_signature	byte[]	unknownLib
net.vidageek.mirror.provider.java.PureJavaConstructorReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Constructor	public	br.com.caelum.vraptor.http.iogi.MiscIogiSupportTest$Cat::br.com.caelum.vraptor.http.iogi.MiscIogiSupportTest$Cat()V		unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.serialization.RepresentationResult_$$_jvst16b_10::_filter_signature	byte[]	unknownLib
javassist.util.proxy.SecurityActions::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	org.javassist:javassist:3.18.1-GA	java.lang.reflect.Field	public	br.com.caelum.vraptor.view.DefaultStatusTest$Resource_$$_jvst16b_14::_filter_signature	byte[]	unknownLib
org.hibernate.validator.internal.util.privilegedactions.GetAnnotationParameter::run()Ljava/lang/Object;	org.hibernate:hibernate-validator:5.1.0.Final	java.lang.reflect.Method	public	com.sun.proxy.$Proxy40::message()Ljava/lang/String;		unknownLib
net.vidageek.mirror.provider.java.PureJavaMethodReflectionProvider::setAccessible()V	net.vidageek:mirror:1.6.1	java.lang.reflect.Method	public	br.com.caelum.vraptor.view.HttpResult::addDateHeader(Ljava/lang/String;J)Lbr/com/caelum/vraptor/view/HttpResult;		br.com.caelum:vraptor:4.2.2
