Library Name,No. of Public/Protected Methods,No. of Methods Called By Tests,Classes
unknownLib,0,0, 
joda-time:joda-time:2.10.10,3406,3381,org.joda.time.DateTimeZone:org.joda.time.tz.DateTimeZoneBuilder$RuleSet:org.joda.time.tz.DateTimeZoneBuilder$Transition:org.joda.time.field.AbstractPartialFieldProperty:org.joda.time.field.StrictDateTimeField:org.joda.time.convert.ConverterSet$Entry:org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:org.joda.time.chrono.BasicChronology$HalfdayField:org.joda.time.format.DateTimeFormatterBuilder$TwoDigitYear:org.joda.time.chrono.BasicChronology$YearInfo:org.joda.time.LocalDate$Property:org.joda.time.field.UnsupportedDurationField:org.joda.time.DateMidnight$Property:org.joda.time.format.PeriodFormatterBuilder$CompositeAffix:org.joda.time.DateTimeComparator:org.joda.time.ReadWritableInterval:org.joda.time.format.PeriodFormatterBuilder:org.joda.time.format.DateTimePrinter:org.joda.time.chrono.ISOChronology:org.joda.time.base.BaseLocal:org.joda.time.chrono.LenientChronology:org.joda.time.format.PeriodFormatterBuilder$FieldFormatter:org.joda.time.tz.ZoneInfoCompiler$Rule:org.joda.time.field.DividedDateTimeField:org.joda.time.convert.DateConverter:org.joda.time.chrono.ZonedChronology:org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:org.joda.time.field.ZeroIsMaxDateTimeField:org.joda.time.field.BaseDateTimeField:org.joda.time.base.BaseInterval:org.joda.time.Duration:org.joda.time.format.FormatUtils:org.joda.time.format.PeriodFormatter:org.joda.time.format.DateTimePrinterInternalPrinter:org.joda.time.Interval:org.joda.time.convert.LongConverter:org.joda.time.base.AbstractInstant:org.joda.time.tz.DateTimeZoneBuilder:org.joda.time.format.DateTimeParserBucket:org.joda.time.ReadWritablePeriod:org.joda.time.convert.ConverterSet:org.joda.time.LocalDateTime:org.joda.time.tz.FixedDateTimeZone:org.joda.time.base.BasePeriod$1:org.joda.time.convert.IntervalConverter:org.joda.time.format.PeriodPrinter:org.joda.time.field.PreciseDateTimeField:org.joda.time.chrono.LimitChronology$LimitException:org.joda.time.chrono.GJLocaleSymbols:org.joda.time.convert.ReadableDurationConverter:org.joda.time.base.BaseDuration:org.joda.time.field.DecoratedDateTimeField:org.joda.time.Months:org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId:org.joda.time.YearMonthDay:org.joda.time.format.DateTimeParser:org.joda.time.DateTimeZone$LazyInit$1:org.joda.time.format.DateTimeFormatterBuilder$CharacterLiteral:org.joda.time.YearMonth:org.joda.time.chrono.GJChronology$CutoverField:org.joda.time.LocalTime$Property:org.joda.time.DateTime$Property:org.joda.time.field.OffsetDateTimeField:org.joda.time.convert.ReadablePeriodConverter:org.joda.time.Years:org.joda.time.convert.ReadableIntervalConverter:org.joda.time.DateTimeField:org.joda.time.field.FieldUtils:org.joda.time.Partial:org.joda.time.format.ISODateTimeFormat:org.joda.time.field.SkipDateTimeField:org.joda.time.base.AbstractPeriod:org.joda.time.chrono.GJDayOfWeekDateTimeField:org.joda.time.DateTimeUtils$SystemMillisProvider:org.joda.time.IllegalFieldValueException:org.joda.time.IllegalInstantException:org.joda.time.format.DateTimeFormatterBuilder$Composite:org.joda.time.format.DateTimeFormatterBuilder$UnpaddedNumber:org.joda.time.format.PeriodFormatterBuilder$IgnorableAffix:org.joda.time.field.ImpreciseDateTimeField$LinkedDurationField:org.joda.time.format.DateTimeFormat$StyleFormatter:org.joda.time.ReadablePeriod:org.joda.time.DateTimeZone$Stub:org.joda.time.chrono.ZonedChronology$ZonedDateTimeField:org.joda.time.chrono.GregorianChronology:org.joda.time.convert.ConverterManager:org.joda.time.chrono.GJChronology$LinkedDurationField:org.joda.time.Minutes:org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber:org.joda.time.chrono.BasicMonthOfYearDateTimeField:org.joda.time.base.AbstractPartial:org.joda.time.base.BasePartial:org.joda.time.base.BaseDateTime:org.joda.time.base.AbstractDuration:org.joda.time.DateTimeUtils:org.joda.time.Hours:org.joda.time.base.AbstractInterval:org.joda.time.LocalTime:org.joda.time.base.BasePeriod:org.joda.time.field.DecoratedDurationField:org.joda.time.tz.DateTimeZoneBuilder$DSTZone:org.joda.time.TimeOfDay$Property:org.joda.time.format.ISOPeriodFormat:org.joda.time.TimeOfDay:org.joda.time.DateTimeZone$LazyInit:org.joda.time.Partial$Property:org.joda.time.field.ImpreciseDateTimeField:org.joda.time.chrono.CopticChronology:org.joda.time.field.PreciseDurationField:org.joda.time.format.PeriodFormatterBuilder$RegExAffix$1:org.joda.time.DateTimeUtils$FixedMillisProvider:org.joda.time.tz.DateTimeZoneBuilder$OfYear:org.joda.time.ReadableDuration:org.joda.time.chrono.BasicGJChronology:org.joda.time.format.DateTimeFormatterBuilder$NumberFormatter:org.joda.time.DurationField:org.joda.time.format.DateTimeFormatter:org.joda.time.format.DateTimeFormatterBuilder$TimeZoneName:org.joda.time.chrono.IslamicChronology$LeapYearPatternType:org.joda.time.DateTime:org.joda.time.field.DelegatedDurationField:org.joda.time.format.PeriodFormatterBuilder$SimpleAffix:org.joda.time.format.DateTimeParserInternalParser:org.joda.time.ReadWritableDateTime:org.joda.time.convert.PeriodConverter:org.joda.time.chrono.ZonedChronology$ZonedDurationField:org.joda.time.Instant:org.joda.time.convert.CalendarConverter:org.joda.time.format.PeriodFormatterBuilder$Separator:org.joda.time.chrono.LimitChronology$LimitDurationField:org.joda.time.DurationFieldType$StandardDurationFieldType:org.joda.time.chrono.BasicDayOfYearDateTimeField:org.joda.time.chrono.BuddhistChronology:org.joda.time.format.DateTimeFormatterBuilder$StringLiteral:org.joda.time.tz.DateTimeZoneBuilder$Recurrence:org.joda.time.format.ISODateTimeFormat$Constants:org.joda.time.convert.ReadablePartialConverter:org.joda.time.DateTimeUtils$MillisProvider:org.joda.time.convert.Converter:org.joda.time.DateTimeUtils$OffsetMillisProvider:org.joda.time.chrono.GJYearOfEraDateTimeField:org.joda.time.convert.PartialConverter:org.joda.time.Seconds:org.joda.time.field.RemainderDateTimeField:org.joda.time.JodaTimePermission:org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:org.joda.time.DateTimeFieldType:org.joda.time.format.DateTimeFormatterBuilder$Fraction:org.joda.time.format.DateTimeFormatterBuilder$FixedNumber:org.joda.time.MutableDateTime$Property:org.joda.time.ReadableInterval:org.joda.time.chrono.LimitChronology$LimitDateTimeField:org.joda.time.tz.DateTimeZoneBuilder$PrecalculatedZone:org.joda.time.field.LenientDateTimeField:org.joda.time.base.AbstractDateTime:org.joda.time.field.SkipUndoDateTimeField:org.joda.time.convert.AbstractConverter:org.joda.time.field.DelegatedDateTimeField:org.joda.time.chrono.BasicChronology:org.joda.time.chrono.BasicYearDateTimeField:org.joda.time.chrono.ISOChronology$Stub:org.joda.time.format.DateTimeFormatterBuilder:org.joda.time.tz.ZoneInfoProvider$1:org.joda.time.tz.CachedDateTimeZone$Info:org.joda.time.chrono.EthiopicChronology:org.joda.time.PeriodType:org.joda.time.field.MillisDurationField:org.joda.time.format.InternalPrinter:org.joda.time.chrono.GJChronology:org.joda.time.chrono.IslamicChronology:org.joda.time.format.DateTimeFormatterBuilder$TextField:org.joda.time.LocalDateTime$Property:org.joda.time.chrono.BasicFixedMonthChronology:org.joda.time.tz.ZoneInfoLogger$1:org.joda.time.YearMonthDay$Property:org.joda.time.field.UnsupportedDateTimeField:org.joda.time.field.ScaledDurationField:org.joda.time.chrono.ISOYearOfEraDateTimeField:org.joda.time.tz.ZoneInfoCompiler$Zone:org.joda.time.field.PreciseDurationDateTimeField:org.joda.time.MonthDay:org.joda.time.MutablePeriod:org.joda.time.chrono.GJCacheKey:org.joda.time.MutableDateTime:org.joda.time.tz.CachedDateTimeZone:org.joda.time.ReadableDateTime:org.joda.time.format.PeriodFormatterBuilder$Literal:org.joda.time.format.PeriodParser:org.joda.time.format.PeriodFormatterBuilder$PluralAffix:org.joda.time.DateMidnight:org.joda.time.convert.DurationConverter:org.joda.time.format.DateTimeParserBucket$SavedState:org.joda.time.chrono.GJMonthOfYearDateTimeField:org.joda.time.chrono.BasicWeekyearDateTimeField:org.joda.time.tz.DateTimeZoneBuilder$Rule:org.joda.time.Days:org.joda.time.format.DateTimeFormatterBuilder$MatchingParser:org.joda.time.chrono.BasicSingleEraDateTimeField:org.joda.time.format.DateTimeFormat:org.joda.time.YearMonth$Property:org.joda.time.chrono.LimitChronology:org.joda.time.tz.UTCProvider:org.joda.time.format.InternalPrinterDateTimePrinter:org.joda.time.ReadableInstant:org.joda.time.base.BaseSingleFieldPeriod:org.joda.time.convert.NullConverter:org.joda.time.tz.ZoneInfoCompiler:org.joda.time.tz.DefaultNameProvider:org.joda.time.tz.Provider:org.joda.time.tz.ZoneInfoLogger:org.joda.time.chrono.AssembledChronology$Fields:org.joda.time.DurationFieldType:org.joda.time.ReadWritableInstant:org.joda.time.MutableInterval:org.joda.time.format.PeriodFormat$DynamicWordBased:org.joda.time.tz.NameProvider:org.joda.time.tz.ZoneInfoCompiler$DateTimeOfYear:org.joda.time.convert.ReadableInstantConverter:org.joda.time.convert.StringConverter:org.joda.time.convert.InstantConverter:org.joda.time.chrono.AssembledChronology:org.joda.time.chrono.StrictChronology:org.joda.time.tz.ZoneInfoCompiler$RuleSet:org.joda.time.tz.ZoneInfoProvider:org.joda.time.chrono.GJEraDateTimeField:org.joda.time.chrono.BaseChronology:org.joda.time.chrono.JulianChronology:org.joda.time.Period:org.joda.time.format.PeriodFormat:org.joda.time.Weeks:org.joda.time.format.DateTimeFormat$StyleFormatterCacheKey:org.joda.time.Chronology:org.joda.time.format.PeriodFormatterBuilder$Composite:org.joda.time.field.AbstractReadableInstantFieldProperty:org.joda.time.format.PeriodFormatterBuilder$PeriodFieldAffix:org.joda.time.format.PeriodFormatterBuilder$RegExAffix:org.joda.time.LocalDate:org.joda.time.UTCDateTimeZone:org.joda.time.format.DateTimeParserBucket$SavedField:org.joda.time.chrono.BasicDayOfMonthDateTimeField:org.joda.time.MonthDay$Property:org.joda.time.format.InternalParserDateTimeParser:org.joda.time.format.InternalParser:org.joda.time.ReadablePartial:org.joda.time.chrono.GJChronology$ImpreciseCutoverField:org.joda.time.field.BaseDurationField:org.joda.time.DateTimeConstants
