Class	Method	Field Name:Field Signature	Annotated In Library	Annotation	Annotation Visibility	Annotation Library	Count
org.owasp.dependencycheck.exception.NoDataException	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.reporting.EscapeTool	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.xml.hints.VendorDuplicatingHintRule	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.data.artifactory.ArtifactorySearch	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.utils.DateUtil	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.data.nodeaudit.NpmPayloadBuilder	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.AnalysisTask	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.utils.Filter	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.NotThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.Engine	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.NotThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.xml.pom.License	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.data.cwe.CweDB	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
com.fasterxml.jackson.databind.annotation.JsonValueInstantiator	-	-	com.fasterxml.jackson.core:jackson-databind:2.13.0	com.fasterxml.jackson.annotation.JacksonAnnotation	public	com.fasterxml.jackson.core:jackson-annotations:2.13.0	1
org.owasp.dependencycheck.utils.UrlStringUtils	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.ThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
org.owasp.dependencycheck.xml.suppression.SuppressionHandler	-	-	org.owasp:dependency-check-core:6.4.2-SNAPSHOT	javax.annotation.concurrent.NotThreadSafe	public	com.google.code.findbugs:jsr305:3.0.2	1
