Caller Method	Caller Library	Callee Visibility	Declared Callee Method	Declared Callee Library	Actual Callee Method	Actual Callee Library	Count	Reflective	DynamicProxy	Label
org.apache.rocketmq.client.impl.factory.MQClientInstance::updateTopicRouteInfoFromNameServer(Ljava/lang/String;ZLorg/apache/rocketmq/client/producer/DefaultMQProducer;)Z	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.route.TopicRouteData::getQueueDatas()Ljava/util/List;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::queryConsumeQueue(Ljava/lang/String;Ljava/lang/String;IJILjava/lang/String;J)Lorg/apache/rocketmq/common/protocol/body/QueryConsumeQueueResponseBody;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.MixAll::brokerVIPChannel(ZLjava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::createPlainAccessConfig(Ljava/lang/String;Lorg/apache/rocketmq/common/PlainAccessConfig;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.CreateAccessConfigRequestHeader::setGroupPerms(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.protocol.header.CreateAccessConfigRequestHeader::setGroupPerms(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	2	false	false	ClientToLib
org.apache.rocketmq.common.MixAll::string2Properties(Ljava/lang/String;)Ljava/util/Properties;	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.remoting.netty.NettyRemotingClient::start()V	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	io.netty.bootstrap.Bootstrap::option(Lio/netty/channel/ChannelOption;Ljava/lang/Object;)Lio/netty/bootstrap/AbstractBootstrap;	io.netty:netty-all:4.1.65.Final	io.netty.bootstrap.Bootstrap::option(Lio/netty/channel/ChannelOption;Ljava/lang/Object;)Lio/netty/bootstrap/AbstractBootstrap;	io.netty:netty-all:4.1.65.Final	90	false	false	LibToLib
org.apache.rocketmq.client.impl.ClientRemotingProcessor::notifyConsumerIdsChanged(Lio/netty/channel/ChannelHandlerContext;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-client:4.9.1	public	io.netty.channel.ChannelHandlerContext::channel()Lio/netty/channel/Channel;	io.netty:netty-all:4.1.65.Final	-	-	1	false	false	ClientToLib
org.apache.rocketmq.remoting.netty.NettyRemotingClient::invokeOneway(Ljava/lang/String;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;J)V	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	io.netty.channel.Channel::isActive()Z	io.netty:netty-all:4.1.65.Final	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.consumer.store.RemoteBrokerOffsetStore::persistAll(Ljava/util/Set;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.Validators::isSystemTopic(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.topic.TopicValidator::isSystemTopic(Ljava/lang/String;)Z	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.remoting.netty.NettyRemotingAbstract::invokeAsyncImpl(Lio/netty/channel/Channel;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;JLorg/apache/rocketmq/remoting/InvokeCallback;)V	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	io.netty.channel.Channel::writeAndFlush(Ljava/lang/Object;)Lio/netty/channel/ChannelFuture;	io.netty:netty-all:4.1.65.Final	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getUnitTopicList(ZJ)Lorg/apache/rocketmq/common/protocol/body/TopicList;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::createRequestCommand(ILorg/apache/rocketmq/remoting/CommandCustomHeader;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.ClientRemotingProcessor::getConsumerRunningInfo(Lio/netty/channel/ChannelHandlerContext;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.GetConsumerRunningInfoRequestHeader::getConsumerGroup()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	2	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::fetchConsumeStatsInBroker(Ljava/lang/String;ZJ)Lorg/apache/rocketmq/common/protocol/body/ConsumeStatsList;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.MixAll::brokerVIPChannel(ZLjava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.trace.AsyncTraceDispatcher::AsyncTraceDispatcher(Ljava/lang/String;Lorg/apache/rocketmq/client/trace/TraceDispatcher$Type;Ljava/lang/String;Lorg/apache/rocketmq/remoting/RPCHook;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.UtilAll::isBlank(Ljava/lang/String;)Z	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.UtilAll::isBlank(Ljava/lang/String;)Z	org.apache.rocketmq:rocketmq-common:4.9.1	2	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::createTopic(Ljava/lang/String;Ljava/lang/String;Lorg/apache/rocketmq/common/TopicConfig;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.TopicConfig::getTopicFilterType()Lorg/apache/rocketmq/common/TopicFilterType;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.factory.MQClientInstance::prepareHeartbeatData()Lorg/apache/rocketmq/common/protocol/heartbeat/HeartbeatData;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.heartbeat.ConsumerData::setConsumeType(Lorg/apache/rocketmq/common/protocol/heartbeat/ConsumeType;)V	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.protocol.heartbeat.ConsumerData::setConsumeType(Lorg/apache/rocketmq/common/protocol/heartbeat/ConsumeType;)V	org.apache.rocketmq:rocketmq-common:4.9.1	3	false	false	ClientToLib
org.apache.rocketmq.client.producer.DefaultMQProducer::send(Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/common/message/MessageQueue;Lorg/apache/rocketmq/client/producer/SendCallback;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.Message::setTopic(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.DefaultMQPushConsumerImpl::resetRetryAndNamespace(Ljava/util/List;Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.MessageExt::getProperty(Ljava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.message.MessageExt::getProperty(Ljava/lang/String;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	6	false	false	ClientToLib
org.apache.rocketmq.common.ServiceThread::shutdown(Z)V	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.common.ServiceThread::getServiceName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.client.impl.consumer.PullMessageService::getServiceName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-client:4.9.1	3	false	false	LibToClient
org.apache.rocketmq.client.impl.MQClientAPIImpl::resumeCheckHalfMessage(Ljava/lang/String;Ljava/lang/String;J)Z	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getRemark()Ljava/lang/String;	org.apache.rocketmq:rocketmq-remoting:4.9.1	org.apache.rocketmq.remoting.protocol.RemotingCommand::getRemark()Ljava/lang/String;	org.apache.rocketmq:rocketmq-remoting:4.9.1	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getBrokerClusterAclInfo(Ljava/lang/String;J)Lorg/apache/rocketmq/common/protocol/body/ClusterAclVersionInfo;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getRemark()Ljava/lang/String;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.common.UtilAll::getDiskPartitionSpaceUsedPercent(Ljava/lang/String;)D	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	2	false	false	LibToLib
org.apache.rocketmq.client.log.ClientLogger::createLogger(Ljava/lang/String;)Lorg/apache/rocketmq/logging/InternalLogger;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.inner.Logger::setAdditivity(Z)V	org.apache.rocketmq:rocketmq-logging:4.9.1	org.apache.rocketmq.logging.inner.Logger::setAdditivity(Z)V	org.apache.rocketmq:rocketmq-logging:4.9.1	3	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getBrokerClusterInfo(J)Lorg/apache/rocketmq/common/protocol/body/ClusterInfo;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getCode()I	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	2	false	false	ClientToLib
org.apache.logging.log4j.spi.AbstractLoggerAdapter::getContext(Ljava/lang/Class;)Lorg/apache/logging/log4j/spi/LoggerContext;	org.apache.logging.log4j.spi	public	org.apache.logging.log4j.util.LoaderUtil::getThreadContextClassLoader()Ljava/lang/ClassLoader;	org.apache.logging.log4j.util	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getBrokerClusterConfig(Ljava/lang/String;J)Lorg/apache/rocketmq/common/AclConfig;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.GetBrokerClusterAclConfigResponseBody::decode([BLjava/lang/Class;)Ljava/lang/Object;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getBrokerClusterInfo(J)Lorg/apache/rocketmq/common/protocol/body/ClusterInfo;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.RemotingClient::invokeSync(Ljava/lang/String;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;J)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.RebalanceImpl::rebalanceByTopic(Ljava/lang/String;Z)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.heartbeat.MessageModel::ordinal()I	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.protocol.heartbeat.MessageModel::ordinal()I	org.apache.rocketmq:rocketmq-common:4.9.1	13	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.RebalanceImpl::lockAll()V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::error(Ljava/lang/String;Ljava/lang/Throwable;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.factory.MQClientInstance::shutdown()V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.ServiceState::ordinal()I	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.PullAPIWrapper::pullKernelImpl(Lorg/apache/rocketmq/common/message/MessageQueue;Ljava/lang/String;Ljava/lang/String;JJIIJJJLorg/apache/rocketmq/client/impl/CommunicationMode;Lorg/apache/rocketmq/client/consumer/PullCallback;)Lorg/apache/rocketmq/client/consumer/PullResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.PullMessageRequestHeader::setTopic(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.remoting.netty.NettyRemotingAbstract::scanResponseTable()V	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::warn(Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.factory.MQClientInstance::unregisterClient(Ljava/lang/String;Ljava/lang/String;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;[Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::createPlainAccessConfig(Ljava/lang/String;Lorg/apache/rocketmq/common/PlainAccessConfig;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.PlainAccessConfig::getWhiteRemoteAddress()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.PlainAccessConfig::getWhiteRemoteAddress()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	2	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.ProcessQueue::fillProcessQueueInfo(Lorg/apache/rocketmq/common/protocol/body/ProcessQueueInfo;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.body.ProcessQueueInfo::setCachedMsgMaxOffset(J)V	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.protocol.body.ProcessQueueInfo::setCachedMsgMaxOffset(J)V	org.apache.rocketmq:rocketmq-common:4.9.1	4	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getProducerConnectionList(Ljava/lang/String;Ljava/lang/String;J)Lorg/apache/rocketmq/common/protocol/body/ProducerConnection;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.RemotingClient::invokeSync(Ljava/lang/String;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;J)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.factory.MQClientInstance::prepareHeartbeatData()Lorg/apache/rocketmq/common/protocol/heartbeat/HeartbeatData;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.heartbeat.ConsumerData::setMessageModel(Lorg/apache/rocketmq/common/protocol/heartbeat/MessageModel;)V	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.DefaultMQPushConsumerImpl::shutdown(J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.logging.InternalLogger::info(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	org.apache.rocketmq.logging.InnerLoggerFactory$InnerLogger::info(Ljava/lang/String;Ljava/lang/Object;)V	org.apache.rocketmq:rocketmq-logging:4.9.1	1	false	false	ClientToLib
org.apache.rocketmq.common.ServiceThread::start()V	org.apache.rocketmq:rocketmq-common:4.9.1	public	org.apache.rocketmq.common.ServiceThread::getServiceName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.client.impl.consumer.PullMessageService::getServiceName()Ljava/lang/String;	org.apache.rocketmq:rocketmq-client:4.9.1	36	false	false	LibToClient
org.apache.rocketmq.client.impl.MQClientAPIImpl::createTopic(Ljava/lang/String;Ljava/lang/String;Lorg/apache/rocketmq/common/TopicConfig;J)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.TopicConfig::getWriteQueueNums()I	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.ConsumeMessageConcurrentlyService::sendMessageBack(Lorg/apache/rocketmq/common/message/MessageExt;Lorg/apache/rocketmq/client/consumer/listener/ConsumeConcurrentlyContext;)Z	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.MessageExt::getTopic()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.factory.MQClientInstance::topicRouteData2TopicSubscribeInfo(Ljava/lang/String;Lorg/apache/rocketmq/common/protocol/route/TopicRouteData;)Ljava/util/Set;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.route.QueueData::getReadQueueNums()I	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.ClientRemotingProcessor::getConsumerRunningInfo(Lio/netty/channel/ChannelHandlerContext;Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;)Lorg/apache/rocketmq/remoting/protocol/RemotingCommand;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.UtilAll::jstack(Ljava/util/Map;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.client.impl.consumer.ConsumeMessageOrderlyService::consumeMessageDirectly(Lorg/apache/rocketmq/common/message/MessageExt;Ljava/lang/String;)Lorg/apache/rocketmq/common/protocol/body/ConsumeMessageDirectlyResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.common.RemotingHelper::exceptionSimpleDesc(Ljava/lang/Throwable;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-remoting:4.9.1	org.apache.rocketmq.remoting.common.RemotingHelper::exceptionSimpleDesc(Ljava/lang/Throwable;)Ljava/lang/String;	org.apache.rocketmq:rocketmq-remoting:4.9.1	2	false	false	ClientToLib
org.apache.rocketmq.client.producer.DefaultMQProducer::send(Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/client/producer/SendCallback;)V	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.Message::getTopic()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.message.Message::getTopic()Ljava/lang/String;	org.apache.rocketmq:rocketmq-common:4.9.1	3	false	false	ClientToLib
org.apache.rocketmq.client.impl.MQClientAPIImpl::getNameServerConfig(Ljava/util/List;J)Ljava/util/Map;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.remoting.protocol.RemotingCommand::getBody()[B	org.apache.rocketmq:rocketmq-remoting:4.9.1	-	-	1	false	false	ClientToLib
org.apache.rocketmq.remoting.common.RemotingUtil::closeChannel(Lio/netty/channel/Channel;)V	org.apache.rocketmq:rocketmq-remoting:4.9.1	public	io.netty.channel.Channel::close()Lio/netty/channel/ChannelFuture;	io.netty:netty-all:4.1.65.Final	-	-	1	false	false	LibToLib
org.apache.rocketmq.client.impl.consumer.ConsumeMessageOrderlyService::consumeMessageDirectly(Lorg/apache/rocketmq/common/message/MessageExt;Ljava/lang/String;)Lorg/apache/rocketmq/common/protocol/body/ConsumeMessageDirectlyResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.message.MessageExt::getQueueId()I	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.message.MessageExt::getQueueId()I	org.apache.rocketmq:rocketmq-common:4.9.1	6	false	false	ClientToLib
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl::sendKernelImpl(Lorg/apache/rocketmq/common/message/Message;Lorg/apache/rocketmq/common/message/MessageQueue;Lorg/apache/rocketmq/client/impl/CommunicationMode;Lorg/apache/rocketmq/client/producer/SendCallback;Lorg/apache/rocketmq/client/impl/producer/TopicPublishInfo;J)Lorg/apache/rocketmq/client/producer/SendResult;	org.apache.rocketmq:rocketmq-client:4.9.1	public	org.apache.rocketmq.common.protocol.header.SendMessageRequestHeader::setDefaultTopicQueueNums(Ljava/lang/Integer;)V	org.apache.rocketmq:rocketmq-common:4.9.1	org.apache.rocketmq.common.protocol.header.SendMessageRequestHeader::setDefaultTopicQueueNums(Ljava/lang/Integer;)V	org.apache.rocketmq:rocketmq-common:4.9.1	12	false	false	ClientToLib
